record_id,run_id,dictionary_version,tagset_version,export_version,timestamp_iso,coder_id,coder_action,igo,attribute_code,attribute_label,indicator_id,indicator_label,doc_family_inferred,evidence_tier,source_type,source_year,source_lang,article_section_page,page_in_pdf,source_uri,coded_value,decision_rationale,review_note,quoted_or_paraphrased,instrument_title,instrument_type,trace_key,retrieval_set,coder_action_std,attribute_code_final,tfidf_cosine,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,matrix_cell_text_char_count,matrix_cell_text_word_count,matrix_cell_text_sha256,excerpt_full_char_count,excerpt_full_word_count,excerpt_full_sha256,public_text_fields_included,public_release_note
TLF-V6-002320,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-04T08:32:16Z,IA,Accept,International Hydrographic Organization (IHO),IIR,Inter-Institutional Relationships,IND_IIR_RELATIONS,Formal inter-institutional partnerships and mechanisms,Matrix synthesis (coder narrative),Explanation/Elaboration,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=IIR; indicator=IIR_mechanism,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,f6baa63fed86faf9749fcd1abfa91389b80609c7,attributes,ACCEPT,IIR,0.0,30,5,5c3b9edef00a9437c69b9fb4a39f8a986d1549319bdb936749106cb9145e01a8,387,50,1494ee659c7945b20d7f1b062097538430050c2423774acbd14485d71e6c7104,1586,163,f2445b13ccec64e40a7c452f6104db279cc6cdb04a70acca875007aff9c4253a,1586,163,f2445b13ccec64e40a7c452f6104db279cc6cdb04a70acca875007aff9c4253a,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002321,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-07T09:32:55Z,IA,Accept,International Hydrographic Organization (IHO),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Methodological template (coder note),Definition/Identification,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,1df60145eaa3b6e2d5979c6ff9dd3b75bccf15a9,scale_gate,ACCEPT,SCL,0.3879581861171067,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,116,14,7c1cd40544d541306468286f27c891e4aa833b71eb6461fd6eed1e12f9ecd099,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,116,14,7c1cd40544d541306468286f27c891e4aa833b71eb6461fd6eed1e12f9ecd099,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002322,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-07T09:33:55Z,IA,Accept,International Hydrographic Organization (IHO),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Matrix synthesis (coder narrative),Explanation/Elaboration,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,428d9e8c81edafe8f5004f9533eac4f1bf742aad,scale_gate,ACCEPT,SCL,0.27002604662797214,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002323,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-08T05:03:43Z,IA,Accept,International Hydrographic Organization (IHO),SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,Methodological template (coder note),Definition/Identification,Convention,—,EN,—,—,—,status=accepted; attribute=SJ; indicator=SJ_scope,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,ee032a1a1b75a970a71cb9b5d22d3877eda28b28,attributes,ACCEPT,SJ,0.5159752403933976,17,1,b0e2d49a7524fa1656fc70460e0a23141acd93282d56bfd59d9fe7aa8ab465fd,124,16,aff78fd572c7c0e7902b967fa0969a8c71c0d9356c53907a14abb09ce2ba6337,538,66,a5752fc70d58485fa4e3e8a4633754344f3e4cfa7996a89fd132888ebbdde883,124,16,aff78fd572c7c0e7902b967fa0969a8c71c0d9356c53907a14abb09ce2ba6337,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002324,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-08T05:04:43Z,IA,Accept,International Hydrographic Organization (IHO),SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,Matrix synthesis (coder narrative),Explanation/Elaboration,Convention,—,EN,—,—,—,status=accepted; attribute=SJ; indicator=SJ_scope,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,8eb87b2eb8e91867d7dfd01fadb5c358d4a75442,attributes,ACCEPT,SJ,0.04706253593348229,17,1,b0e2d49a7524fa1656fc70460e0a23141acd93282d56bfd59d9fe7aa8ab465fd,349,50,2d682fd8ec9f28f84efb5bbcff92f297b6ff383b727bb459c221724d203770ef,538,66,a5752fc70d58485fa4e3e8a4633754344f3e4cfa7996a89fd132888ebbdde883,538,66,a5752fc70d58485fa4e3e8a4633754344f3e4cfa7996a89fd132888ebbdde883,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002325,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-09T00:34:32Z,IA,Accept,International Hydrographic Organization (IHO),SMJ,Subject Matter Jurisdiction,IND_SMJ_DOMAIN,Issue domains and functions within remit,Methodological template (coder note),Definition/Identification,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=SMJ; indicator=SMJ_domain,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,6ad65ac5847a4d5de166b863dcf66d9c46649292,attributes,ACCEPT,SMJ,0.33355693409956827,13,2,e3b2b0af7e59f413104eb5242ead45f9da3c24375d3743f9ed4fe5b97febe1bb,125,15,2e08cd6a4893416c71bd8f3b10ad8aaf52d01fa7a00e1e3d6f5d45a76a55a7bf,638,71,4ed9ef63509ad1e074287d740bafa468ee61932287ff3e2e5b84145f3d0d300f,125,15,2e08cd6a4893416c71bd8f3b10ad8aaf52d01fa7a00e1e3d6f5d45a76a55a7bf,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002326,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-09T00:35:32Z,IA,Accept,International Hydrographic Organization (IHO),SMJ,Subject Matter Jurisdiction,IND_SMJ_DOMAIN,Issue domains and functions within remit,Matrix synthesis (coder narrative),Explanation/Elaboration,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=SMJ; indicator=SMJ_domain,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,51189360d419cfff550f7628c13df9fbf9e95379,attributes,ACCEPT,SMJ,0.0,13,2,e3b2b0af7e59f413104eb5242ead45f9da3c24375d3743f9ed4fe5b97febe1bb,440,50,67d28671188d255dff1680a42f6745930a245f00870f7a85df991c5430cbc7b4,638,71,4ed9ef63509ad1e074287d740bafa468ee61932287ff3e2e5b84145f3d0d300f,638,71,4ed9ef63509ad1e074287d740bafa468ee61932287ff3e2e5b84145f3d0d300f,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002327,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-11T11:06:57Z,IA,Accept,International Hydrographic Organization (IHO),STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Methodological template (coder note),Definition/Identification,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=STR; indicator=STR_family,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,986e7c8575e470b39a7854861cbe43591a534753,attributes,ACCEPT,STR,0.18580855413389127,26,3,642d2221ed901d2b0a3071c931538855bbfa46dd4b3a67e9b5504a01134c0a97,134,16,babe1e1e9bb61727e47175a274497a98de8b1edfd10fab91eb6e6f8a4c946609,1377,164,e10c8e4992fffe97b123968ecd4e3f93b8dae84b49976416c28c72e9498858a6,134,16,babe1e1e9bb61727e47175a274497a98de8b1edfd10fab91eb6e6f8a4c946609,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002328,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-11T11:07:57Z,IA,Accept,International Hydrographic Organization (IHO),STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Matrix synthesis (coder narrative),Explanation/Elaboration,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=STR; indicator=STR_family,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,65f6de4c6799830185d890d67bb954ff70a88522,attributes,ACCEPT,STR,0.015153588980209355,26,3,642d2221ed901d2b0a3071c931538855bbfa46dd4b3a67e9b5504a01134c0a97,334,50,581abd039c348085ebba81f2057830dff1da91e1e44c72ac6c0a4588d8d5263a,1377,164,e10c8e4992fffe97b123968ecd4e3f93b8dae84b49976416c28c72e9498858a6,1377,164,e10c8e4992fffe97b123968ecd4e3f93b8dae84b49976416c28c72e9498858a6,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002329,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-09T20:05:20Z,IA,Accept,International Hydrographic Organization (IHO),SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Methodological template (coder note),Definition/Identification,Convention,—,EN,—,—,—,status=accepted; attribute=SoJ; indicator=SoJ_article,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,e2992339b49f14b8adf3f5edd495984b8a1f1dda,attributes,ACCEPT,SoJ,0.1882383021346278,119,14,66db897fd85928fc27dd35355eecb5dd7d28171b270499a9740d992064b9c0e4,127,14,2939a85c1d1c64734e4346725ad6b7726f0f0cf89932d3cf852296c8277d74d7,1770,173,14b6fb887ac3ddc5df60139b9a372e386ec95c9b7d397af6d011467bb89b4845,127,14,2939a85c1d1c64734e4346725ad6b7726f0f0cf89932d3cf852296c8277d74d7,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002330,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-09T20:06:20Z,IA,Accept,International Hydrographic Organization (IHO),SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Matrix synthesis (coder narrative),Explanation/Elaboration,Convention,—,EN,—,—,—,status=accepted; attribute=SoJ; indicator=SoJ_article,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,ff7c9b80ed241bf599c93beec92da24f48d62502,attributes,ACCEPT,SoJ,0.005635762561312112,119,14,66db897fd85928fc27dd35355eecb5dd7d28171b270499a9740d992064b9c0e4,499,50,e1db185bddc21c183c26165113767c8a1f36166b3ab92e5cc63eaa2be8016507,1770,173,14b6fb887ac3ddc5df60139b9a372e386ec95c9b7d397af6d011467bb89b4845,1770,173,14b6fb887ac3ddc5df60139b9a372e386ec95c9b7d397af6d011467bb89b4845,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002331,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T14:41:00Z,IA,Accept,International Hydrographic Organization (IHO),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Methodological template (coder note),Definition/Identification,Official website/portal,—,EN,—,—,—,status=accepted; attribute=VC; indicator=VC_evidence,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,06a0f1ad12f873000b1f1a4a7173b46a96dc7c37,attributes,ACCEPT,VC,0.24760014201134362,133,18,79df2c6277e40f94f4522623337d1e56d59eee03d596344f3a7ed6394ea5d7fb,141,15,56d8c42392449785ae325f0db2cdc79f190d8fda69c54f85338359efadfb1745,3064,339,ab08a74855e647bfc3cfce17203ce0ad8a2436145dddfd1d98e4720addda62e1,141,15,56d8c42392449785ae325f0db2cdc79f190d8fda69c54f85338359efadfb1745,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002332,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T14:42:00Z,IA,Accept,International Hydrographic Organization (IHO),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Matrix synthesis (coder narrative),Explanation/Elaboration,Official website/portal,—,EN,—,—,—,status=accepted; attribute=VC; indicator=VC_evidence,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,735168b0988f08100db12a6f8655073e2daf626a,attributes,ACCEPT,VC,0.08683385707635154,133,18,79df2c6277e40f94f4522623337d1e56d59eee03d596344f3a7ed6394ea5d7fb,528,50,7ee19d944ed1687925338e72bd7767d07d3caf23a1fd5c276b7b6057adc76d25,3064,339,ab08a74855e647bfc3cfce17203ce0ad8a2436145dddfd1d98e4720addda62e1,3064,339,ab08a74855e647bfc3cfce17203ce0ad8a2436145dddfd1d98e4720addda62e1,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002333,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-06T14:02:07Z,IA,Accept,International Hydrographic Organization (IHO),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Methodological template (coder note),Definition/Identification,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=YE; indicator=YE_date,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,e538c9da28af5f4de906532ffdda1ced12417fb2,attributes,ACCEPT,YE,0.18650937291160458,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,99,9,25b44bda7a426572872a93620649546fac0410efff47d0d56e16bf54583ea1c6,6,1,1e4ba339f63e9ce1373852ff84375a12b774896f7d2b18e96386b28113aa8091,99,9,25b44bda7a426572872a93620649546fac0410efff47d0d56e16bf54583ea1c6,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002334,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-06T14:03:07Z,IA,Accept,International Hydrographic Organization (IHO),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Matrix synthesis (coder narrative),Explanation/Elaboration,Unspecified (see source_title/source_uri),—,EN,—,—,—,status=accepted; attribute=YE; indicator=YE_date,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,975d468e7ea4b97409f3dff27f0a84a2eaa338ae,attributes,ACCEPT,YE,0.0,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,1e4ba339f63e9ce1373852ff84375a12b774896f7d2b18e96386b28113aa8091,6,1,1e4ba339f63e9ce1373852ff84375a12b774896f7d2b18e96386b28113aa8091,6,1,1e4ba339f63e9ce1373852ff84375a12b774896f7d2b18e96386b28113aa8091,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002335,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-01-01T08:28:26Z,IA,Accept,International Labour Organization (ILO),DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Methodological template (coder note),Definition/Identification,Constitution,—,EN,—,—,—,status=accepted; attribute=DO; indicator=DO_purpose,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,bd52e9c4783d621cff2b665886262baec3daff90,attributes,ACCEPT,DO,0.31680696694451327,296,37,cc27e3e6d4845c6ac68e758ce908ad643c09f7ddda2e418a81e6682e4295ecd8,101,11,4ac881028336d7f114406f6a03faeeca7135e4f4bd5a105885fb966e489d9e72,1440,175,010ff621c9b574dae1e3fbf5c1ed72c76d8c8ef57add44a8b51ba4df073d003b,101,11,4ac881028336d7f114406f6a03faeeca7135e4f4bd5a105885fb966e489d9e72,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002336,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-01-01T08:29:26Z,IA,Accept,International Labour Organization (ILO),DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Matrix synthesis (coder narrative),Explanation/Elaboration,Constitution,—,EN,—,—,—,status=accepted; attribute=DO; indicator=DO_purpose,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,866871d216c8b7ec9f05365bdad83ac3f501fe84,attributes,ACCEPT,DO,0.015982920683295296,296,37,cc27e3e6d4845c6ac68e758ce908ad643c09f7ddda2e418a81e6682e4295ecd8,374,50,d0d947ccb9c4348836b47689988a083f17ac2aa2117d01e98499a69132157635,1440,175,010ff621c9b574dae1e3fbf5c1ed72c76d8c8ef57add44a8b51ba4df073d003b,1440,175,010ff621c9b574dae1e3fbf5c1ed72c76d8c8ef57add44a8b51ba4df073d003b,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002337,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:58:00Z,IA,Accept,International Labour Organization (ILO),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Methodological template (coder note),Definition/Identification,Strategic/operational document,—,EN,—,—,—,status=accepted; attribute=HC; indicator=HC_evidence,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,9a153d8818defa0e8a2cdd807873fd0477140a89,attributes,ACCEPT,HC,0.25520137615650507,144,18,0bc744070448c1652e1fb92671c30fe347a888da0d7c2e2f8cd66ff729198ca4,136,14,bd999db49edce9c7b32655a4c45ee26f9d39df7a62f71c7c761e2027e507232b,1132,105,f45dbfe60b3c44ee196f56845b07e0855c0df9a70ec4fd847558e729a339e287,136,14,bd999db49edce9c7b32655a4c45ee26f9d39df7a62f71c7c761e2027e507232b,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002338,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:59:00Z,IA,Accept,International Labour Organization (ILO),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Matrix synthesis (coder narrative),Explanation/Elaboration,Strategic/operational document,—,EN,—,—,—,status=accepted; attribute=HC; indicator=HC_evidence,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,fc82ce987c3a817f9c41c7fc5ae1e96940cceb98,attributes,ACCEPT,HC,0.07585286849419555,144,18,0bc744070448c1652e1fb92671c30fe347a888da0d7c2e2f8cd66ff729198ca4,553,50,cc8f0ce9410704b8f102ceb62a02bca84330b047d2b2ee008224c1a60f3de3cd,1132,105,f45dbfe60b3c44ee196f56845b07e0855c0df9a70ec4fd847558e729a339e287,1132,105,f45dbfe60b3c44ee196f56845b07e0855c0df9a70ec4fd847558e729a339e287,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002339,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-26T21:07:40Z,IA,Accept,International Labour Organization (ILO),IIR,Inter-Institutional Relationships,IND_IIR_RELATIONS,Formal inter-institutional partnerships and mechanisms,Methodological template (coder note),Definition/Identification,Constitution,—,EN,—,—,—,status=accepted; attribute=IIR; indicator=IIR_mechanism,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,f081f25aac0562f979c20aa2b12432afa8339af9,attributes,ACCEPT,IIR,0.28103076514017183,25,2,bb1ab1fd8e887fc708a3c1324a5b358be31e3f85495e00592e73924eade8e28c,152,16,ecee9cb10f58f90325aae1d12fa2697b0bb3a7117a9aae37c84146cb6bec87aa,2121,237,8315ff97a3e0d3573bc6ba0421ad73641af93d24e6eecdf6c0d832a0fee7a5cc,152,16,ecee9cb10f58f90325aae1d12fa2697b0bb3a7117a9aae37c84146cb6bec87aa,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002340,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-26T21:08:40Z,IA,Accept,International Labour Organization (ILO),IIR,Inter-Institutional Relationships,IND_IIR_RELATIONS,Formal inter-institutional partnerships and mechanisms,Matrix synthesis (coder narrative),Explanation/Elaboration,Constitution,—,EN,—,—,—,status=accepted; attribute=IIR; indicator=IIR_mechanism,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,390dbd8cf6a1fcfd8a6d66901ca18b9bde15227a,attributes,ACCEPT,IIR,0.0,25,2,bb1ab1fd8e887fc708a3c1324a5b358be31e3f85495e00592e73924eade8e28c,412,48,482f5bea1274539060e0383082da068246e775ccea88bc36e9e53900f3102a8a,2121,237,8315ff97a3e0d3573bc6ba0421ad73641af93d24e6eecdf6c0d832a0fee7a5cc,2121,237,8315ff97a3e0d3573bc6ba0421ad73641af93d24e6eecdf6c0d832a0fee7a5cc,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-002341,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-29T02:25:13Z,IA,Accept,International Labour Organization (ILO),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Methodological template (coder note),Definition/Identification,Constitution,—,EN,—,—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Coder note,Part II attribute-node definition (codebook note),Coder note,9822a6f96704f457fb7437e4a99d4d1d97e13f97,scale_gate,ACCEPT,SCL,0.3879581861171067,53,6,027effe0b37c471c6ea19aaa9ec7ca234d896fdc5102cfc7fc08540f843eddfe,116,14,7c1cd40544d541306468286f27c891e4aa833b71eb6461fd6eed1e12f9ecd099,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,116,14,7c1cd40544d541306468286f27c891e4aa833b71eb6461fd6eed1e12f9ecd099,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
